Image no,Image name,Date,Tidal height,H1-Waterline,H1-Bar,H1-Breaker,H2-Waterline,H2-Bar,H2-Breaker,H3-Waterline,H3-Breaker,H4-Waterline,H4-Breaker
917,20200903T024551_20200903T025058_T51STV.tif,2020/9/3,-0.894914492,206.1765,,343.2375,216.9868,,332.1103,286.534,367.8706,307.8642,378.1768
918,20200905T023549_20200905T024731_T51STV.tif,2020/9/5,-0.442173422,208.1376,,,202.3233,,228.5327,197.9452,225.7175,209.0052,275.9659
919,20200918T024549_20200918T025730_T51STV.tif,2020/9/18,-1.363445608,233.5538,267.8532,,,,,352.9596,,376.7661,
920,20200920T023551_20200920T024338_T51STV.tif,2020/9/20,-0.8841356,212.6248,,,215.397,,,285.3935,,298.982,
921,20200923T024551_20200923T025123_T51STV.tif,2020/9/23,0.598528542,185.2567,,,183.4417,,,,,184.5508,
922,20200928T024549_20200928T025352_T51STV.tif,2020/9/28,-0.007270078,205.9704,,,201.3895,,,197.8813,,192.5482,
923,20200930T023551_20200930T023909_T51STV.tif,2020/9/30,-0.752647025,223.2274,,,218.6639,,,302.1494,,329.3808,
924,LC08_120035_20201001.tif,2020/10/1,-1.106624675,220.2812,,,227.0586,,,311.6879,,325.9255,
925,20201008T024619_20201008T025417_T51STV.tif,2020/10/8,-0.003768019,197.7469,,,195.1487,,,189.3717,,184.8429,
926,LE07_120035_20201009.tif,2020/10/9,0.546449349,190.7007,,,191.3679,,,184.7506,,189.5632,
927,LC08_120035_20201017.tif,2020/10/17,-1.777035354,224.6549,277.314,,,,,369.9089,,380.7177,
928,20201018T024719_20201018T024722_T51STV.tif,2020/10/18,-1.873586556,236.6962,267.7155,,,,,383.9753,,393.633,426.6469
929,20201023T024751_20201023T024754_T51STV.tif,2020/10/23,0.546799275,191.6964,,,188.817,,,180.8862,,179.744,
930,20201025T023759_20201025T024630_T51STV.tif,2020/10/25,0.57073695,202.022,,,193.3723,,,184.4671,,182.1242,
931,LE07_120035_20201025.tif,2020/10/25,0.43592526,,,,193.5533,,,185.581,,178.343,
932,20201028T024829_20201028T025626_T51STV.tif,2020/10/28,-0.387845689,217.5323,,,214.6454,,,207.8105,,265.9621,324.423
933,20201030T023831_20201030T023833_T51STV.tif,2020/10/30,-1.150843194,238.1618,273.9127,,,,,346.731,,369.8375,423.8885
934,20201102T024851_20201102T025647_T51STV.tif,2020/11/2,-1.690173158,234.0812,271.4366,380.3549,,,,357.019,,375.7052,
935,20201104T023859_20201104T024151_T51STV.tif,2020/11/4,-1.213620364,235.2625,,,235.8276,,,314.1521,,335.7249,
936,20201107T024919_20201107T025722_T51STV.tif,2020/11/7,-0.198166886,210.513,,,200.2278,,,197.2513,,192.5402,242.8854
937,20201109T023931_20201109T024539_T51STV.tif,2020/11/9,0.322697436,202.3469,,,192.7573,,,181.9708,,180.9239,
938,LE07_120035_20201110.tif,2020/11/10,0.138893898,,,,,,,175.0652,,173.8632,
939,20201112T024951_20201112T024945_T51STV.tif,2020/11/12,-0.265410917,,,,200.5469,,,,195.9566,,
940,20201114T023949_20201114T023947_T51STV.tif,2020/11/14,-1.547193831,237.4135,261.9859,403.0883,,,402.2894,378.9508,,381.9938,
941,20201124T024029_20201124T024027_T51STV.tif,2020/11/24,0.241676242,200.8751,,,196.3787,,,184.4352,,183.7568,
942,20201127T025039_20201127T025034_T51STV.tif,2020/11/27,-0.8130127,221.8689,,,215.7843,,,288.4003,,305.5262,
943,20201129T024051_20201129T024045_T51STV.tif,2020/11/29,-1.593263383,238.3438,269.576,,,,,376.4228,,382.6974,
944,20201204T024059_20201204T024057_T51STV.tif,2020/12/4,-1.265961186,227.4902,,,231.3635,,,306.3284,,312.9541,
945,LC08_120035_20201204.tif,2020/12/4,-1.221845281,208.613,,,214.486,,,278.7181,,300.5614,
946,20201207T025109_20201207T025108_T51STV.tif,2020/12/7,0.02916205,202.1599,,,197.2214,,,195.6883,,183.1392,
947,20201212T025121_20201212T025115_T51STV.tif,2020/12/12,-0.725209483,206.7869,,,207.7898,,,203.2088,,258.2462,318.4528
948,LE07_120035_20201212.tif,2020/12/12,-1.280812816,,,,,,,,,,
949,20201214T024119_20201214T024624_T51STV.tif,2020/12/14,-2.044651494,,,,,,,,,415.0934,436.6948
950,20201217T025119_20201217T025120_T51STV.tif,2020/12/17,-1.946538042,231.1081,264.4175,,,,,369.4444,,377.7561,
951,20201219T024121_20201219T024120_T51STV.tif,2020/12/19,-0.613551833,208.2537,,,203.7812,,,214.9403,,264.5091,
952,LC08_120035_20201220.tif,2020/12/20,-0.068725116,203.3807,,,203.8495,,,189.1884,,183.8429,
953,20201222T025131_20201222T025126_T51STV.tif,2020/12/22,0.265919161,195.2194,,,186.7443,,,178.2703,,179.3704,
954,20201224T024119_20201224T024528_T51STV.tif,2020/12/24,-0.022104133,199.7283,,,189.5231,,,181.6677,,181.2235,
955,20201227T025119_20201227T025122_T51STV.tif,2020/12/27,-1.106214333,218.9992,,326.7303,215.8754,,350.8579,290.745,355.5555,303.3292,369.8592
956,20210101T025121_20210101T025530_T51STV.tif,2021/1/1,-1.917079533,228.4037,258.2546,,,,,358.3428,,372.1344,
957,LC08_120035_20210105.tif,2021/1/5,0.138900135,197.8676,,,199.3851,,220.4794,189.4595,,175.6018,
958,20210106T025109_20210106T025110_T51STV.tif,2021/1/6,0.398424,199.4428,,,194.0782,,,187.1148,,183.0531,
959,20210108T024101_20210108T024715_T51STV.tif,2021/1/8,0.334725339,203.42,,,197.5405,,,190.3925,211.2544,176.1335,219.4455
960,20210111T025101_20210111T025100_T51STV.tif,2021/1/11,-1.371496789,239.7698,262.8423,,,,,356.8993,,367.2789,
961,20210113T024049_20210113T024048_T51STV.tif,2021/1/13,-2.358083508,241.2399,264.9884,464.8289,,,447.2258,407.558,440.4052,415.7475,437.6666
962,LE07_120035_20210113.tif,2021/1/13,-2.268183288,,,,,,458.6613,377.2361,,,
963,20210118T024031_20210118T024029_T51STV.tif,2021/1/18,-0.434022542,201.9532,,226.1985,199.613,,218.6054,193.854,,221.2791,258.0911
964,20210128T023951_20210128T023950_T51STV.tif,2021/1/28,-1.987678342,239.4219,267.4299,,,,406.6089,391.6154,417.9443,399.9458,424.8454
965,LE07_120035_20210129.tif,2021/1/29,-1.886775397,,,,,,,400.2014,,409.3596,
966,20210131T024941_20210131T024937_T51STV.tif,2021/1/31,-1.776328903,225.1569,,357.6469,249.7668,290.2086,367.3682,331.1615,367.1476,339.5302,377.065
967,20210202T023919_20210202T023922_T51STV.tif,2021/2/2,-0.4785208,217.9999,,,210.3407,,,203.3283,,254.9467,294.9584
968,LC08_120035_20210206.tif,2021/2/6,0.362986601,184.4346,,,190.0695,,,179.5942,,172.1302,
969,20210207T023851_20210207T024552_T51STV.tif,2021/2/7,-0.0963662,193.5655,,,185.2865,,,177.2176,,173.4282,
970,20210210T024841_20210210T024839_T51STV.tif,2021/2/10,-1.876404692,233.3281,258.7567,414.8168,,,400.7519,381.4472,415.5153,386.3176,418.1744
971,20210215T024809_20210215T024807_T51STV.tif,2021/2/15,-1.232550475,219.073,,,208.6325,,,,,,
972,20210217T023751_20210217T023750_T51STV.tif,2021/2/17,-0.161479683,208.2537,,,201.0023,,,192.889,280.5014,236.6977,283.3498
973,20210220T024731_20210220T024734_T51STV.tif,2021/2/20,0.335456264,190.4497,,,184.125,,,175.5029,,175.8129,
974,20210222T023719_20210222T024545_T51STV.tif,2021/2/22,-0.128018653,200.8407,,,190.9807,,,179.8654,,176.4539,
975,LC08_120035_20210222.tif,2021/2/22,-0.134568211,201.4117,,,194.8419,,,186.4529,,177.1344,
976,20210227T023641_20210227T023642_T51STV.tif,2021/2/27,-2.157779206,235.4792,267.7155,409.7356,,,399.7856,368.3915,411.7168,372.2204,
977,20210302T024631_20210302T024715_T51STV.tif,2021/3/2,-1.334149617,221.7951,280.6808,379.9839,249.5254,291.6641,378.169,339.2256,378.186,349.1786,377.4872
978,20210309T023551_20210309T024152_T51STV.tif,2021/3/9,-0.5221453,210.7985,,,202.0728,,,220.035,,262.6527,
979,LC08_120035_20210310.tif,2021/3/10,-1.107159485,224.3884,280.3547,,,,,357.1706,,359.5128,
980,20210312T024551_20210312T025729_T51STV.tif,2021/3/12,-1.854692075,229.6413,259.4065,,,,,385.2222,,380.61,
981,20210314T023549_20210314T024728_T51STV.tif,2021/3/14,-1.805276878,231.5757,269.2906,,,,,367.3759,,365.8091,
982,20210317T024549_20210317T024545_T51STV.tif,2021/3/17,-0.695493014,214.4509,,,210.7962,,,210.5897,,256.3306,
983,LE07_120035_20210318.tif,2021/3/18,0.291462334,190.7746,,,190.9124,,,186.7707,,,
984,20210322T024551_20210322T025728_T51STV.tif,2021/3/22,0.4748925,192.4581,,,185.446,,,176.2455,,177.1969,235.7923
985,20210324T023549_20210324T024416_T51STV.tif,2021/3/24,-0.156924175,204.6703,,223.8555,188.2932,,,183.6737,272.118,178.8388,248.3672
986,LC08_120035_20210326.tif,2021/3/26,-1.181741563,226.9337,280.3547,,,,,354.0248,412.9165,352.5841,
987,20210406T024549_20210406T025346_T51STV.tif,2021/4/6,0.501982822,197.0407,,,190.9124,,,178.5074,,178.2837,211.9391
988,20210408T023541_20210408T024720_T51STV.tif,2021/4/8,-0.618516153,216.0261,,,218.1221,,,287.8125,,306.8868,369.7254
989,20210411T024541_20210411T025724_T51STV.tif,2021/4/11,-1.458205375,227.3141,260.4796,379.9839,,,379.2965,358.1421,409.1657,358.8034,406.4089
990,LC08_120035_20210411.tif,2021/4/11,-1.47120204,227.6687,285.3072,,,,,358.6897,424.6781,355.6803,
991,20210413T023549_20210413T024642_T51STV.tif,2021/4/13,-1.232995694,224.9502,,364.5382,237.7044,,354.2678,307.6782,390.1733,320.4289,372.4277
992,20210416T024539_20210416T024541_T51STV.tif,2021/4/16,-0.24830825,209.7599,,226.6016,196.5017,,218.4452,189.8105,256.0503,181.2736,301.305
993,20210418T023541_20210418T024719_T51STV.tif,2021/4/18,0.492011106,191.9904,,,181.9476,,,175.5462,262.5183,169.1044,231.5952
